statement|sentiment|topic|url
A human would cease to be blood and bone and becomes a cyborg (part machine) or a fully machine intelligence--with electronic capabilities projected to be many times as great as those of the bodies they currently inhabit.|NEU|machine human interface|http://arjay.bc.ca/EthTech/Text/Ch6/Ch6.2.html
A human-equivalent AI system would face exactly the same problem we face when we try to invent or discover the new model.|NEG|machine human interface|http://geniebusters.org/29_singularity.html
A hypothetical example would be if some company develops a quantum computer along with an algorithm that can beat every other conventional computer at pattern recognition.|NEU|machine human interface|http://ieet.org/index.php/IEET/more/brin20100907
A knowledge-based trending and analysis module will utilize several data mining techniques to synthesize trends in the historic behavior of certain measures of interest.|NEU|research computing|http://beepdf.com/doc/8872/research_and_technology_1997_annual_report.html
A label on the model can send that message easily to an AI.|NEU|natural language technologiy|http://planetfallout.gamespy.com/articles/news/1075/Kotaku-AI-Todd-Howard
A language that maximizes what the programmer can attempt rather than one that provides tremendous control over how to attempt it, will be the AI choice in the end.|NEU|machine human interface|http://softpanorama.org/Scripting/Scripting_wars/scripting_papers.shtml
A laptop would be sufficient for single trainee learning individual skills, but to train a larger team, of up to 20 firefighters, for example, a supercomputer would be needed to process large amounts of data that would be distributed to all the team members.|NEU|machine human interface|http://www.nationaldefensemagazine.org/archive/2001/November/Pages/Interest_Growing6910.aspx
A large project will be required that encourages students to push the limits of existing data mining techniques.|NEU|research computing|http://iit.edu/csl/cs/programs/course_descriptions.shtml
A larger slice of that pie disappears You WILL NOT work with speech recognition.|NEG|natural language technologiy|http://mtchat.com/ubbthreads.php?ubb=showflat&Number=67900&page=all
A limited partner, on at least 90 days prior written notice, may withdraw all or any part of its capital account on the last day of each calendar quarter occurring after the first anniversary of its initial investment in Glenrock AI and Glenrock QP.|NEU|finance|http://secwatch.com/aveon-group-l-p-/s1/a/ipo-registration-(amendment)/2010/11/17/7439914
A list of 10 high-converting, high-traffic keywords matched with the right offer can generate a full-time income on autopilot.|NEU|search engine|http://internetmarketingstrategydiva.com/page/6/
A machine intelligence may not take this for granted.|NEU|machine human interface|http://caius-ebook.com/Consensus.htm
A machine learning approach, which would involve training neural networks to perform this task for us.|NEU|research computing|http://ai-depot.com/articles/bot-navigation-design-philosophy/5/
A mainframe will require well over a hundred hard disk drives to function effectively, while a regular supercomputer will need closer to a thousand.|NEU|machine human interface|http://keywordelites2.com/computer-and-operating-systems/
A major supercomputer Horst Simon who is the deputy lab director said the competition for the fastest computer will be a tough challenge.|NEU|transhumanism|http://14daysinparadise.com/2010/computers-and-software/competition-for-building-worlds-fastest-computer/
A manufacturer shall retain copies of all ignition propensity test data for cigarette varieties listed in the certification, including any retesting performed under subsection (4) of this section.|NEU|natural language technologiy|http://www.leg.state.or.us/ors/476.html
A maximum of 14 participants will learn about the possibilities of this vast world of Alternative Game Controls through hands-on demonstrations and experiments playing with various sensors, switches, computer vision, the Arduino, code and more.|NEU|computer vision|http://eyebeam.org/press/press_releases/summer-school-2010-studio-based-masterclasses
A membership site that will allow you to use the famed Forex Autopilot system, FAP Winner will allow you to know about a plethora of trading strategies that you can apply when you finally start trading.|NEU|finance|http://www.creditcardsaccount.com/tag/w/page/2/
A menu will appear asking you to either select a new vehicle or drive the AI course.|NEU|natural language technologiy|http://teamrcg.info/trackmaking/4x4_Evolution_Editor.htm
A message dialog will appear telling you that no objects are selected and asks you whether or not you would like to import an AI or EPS file.|NEU|natural language technologiy|http://erain.com/esupport/index.php?_a=knowledgebase&_j=rate&_i=66&type=yes
A microphone and videocamera would be embedded in the device, for use with speech recognition and iChat.|NEU|social media|http://macosx.com/forums/archive/t-50940.html
A minimum of 10 cores will be needed to study the relationship between the nondestructive test data and the HMA density, asphalt content, and gradation.|NEU|research computing|http://trb.org/main/Public/Newsletter100202.aspx
A moderate application of phosphorus and sulfur at planting based on soil test data, will provide for good growth.|POS|search engine|http://www.outsidepride.com/seed/pasture-seed/legumes/birdsfoot-trefoil-legume-seed.html
A modified version of this will be published in the Newsletter on Philosophy and Computers of the American Philosophical Association (APA), along with a paper on using AI to teach philosophy.|NEU|machine human interface|http://www.cs.bham.ac.uk/~axs/my-doings.html
A moratorium should be declared among AI researchers on all philosophical speculation.|NEU|machine human interface|http://www.therxguy.com/detail/0143037889
A more complex model will always fit the training data better, but may not represent the true underlying model and thus perform poorly on new data.|NEU|machine human interface|http://futuresmag.com/Issues/2009/September2009/Pages/Algorithm-bias-A-statistical-review.aspx?channel=7
A more scientific approach would be to train patients to a point of substantial symptom reduction and then through an analysis of the training data determine the necessary criteria for training, for particular symptoms.|NEU|search engine|http://incontinet.com/ghost2.htm
